url,title,year,program,department,faculty,abstract,keywords,is_english
https://vskp.vse.cz/98094_pozitivni-a-negativni-dopady-velkych-jazykovych-modelu,Pozitivní a negativní dopady velkých jazykových modelů,2025,Aplikovaná informatika,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Tato bakalářská práce se zabývá analýzou pozitivních a negativních dopadů velkých jazykových modelů (LLMs) ve společnosti. Cílem je zhodnotit jejich přínosy a rizika v různých oblastech aplikace. Práce se rovněž zaměřuje na architekturu LLMs, jejich vývoj a hlavní aplikace. V teoretické části je využita rešerše odborné literatury, která slouží k definici základních pojmů, vysvětlení principů fungování generativní umělé inteligence (GenAI) a identifikaci klíčových výhod a výzev spojených s využíváním těchto technologií. Praktická část je založena na případové studii a kvalitativní obsahové analýze výstupů čtyř vybraných modelů (ChatGPT-4o, Gemini 2.5 Pro, Llama 4 Maverick), které byly testovány na analytických, kreativních a informačních úlohách.  Výsledky ukazují, že jednotlivé modely se liší v jazykové kvalitě, přesnosti i stylistickém projevu, přičemž žádný z nich není univerzálně nejlepší. Práce zároveň upozorňuje na důležitost promyšlené formulace promptu a kritického přístupu k interpretaci výstupů. Na základě zjištění jsou formulována doporučení pro praktické využití LLMs s ohledem na jejich specifika a limity",halucinace; velké jazykové modely; generativní umělá inteligence; tvorba promptů; umělá inteligence; rizika a přínosy AI; kvalitativní analýza; porovnání modelů,False
https://vskp.vse.cz/96890_vyvoj-weboveho-chatbota-v-pythonu,Vývoj webového chatbota v Pythonu,2025,Aplikovaná informatika,Katedra systémové analýzy,Fakulta informatiky a statistiky,"Tato bakalářská práce se zabývá vytvářením chatbota v programovacím jazyce Python s využitím umělé inteligence – konkrétně technologie GPT (Generative Pre-trained Transformer). Jejím cílem je hlavně implementace interaktivního chatbota pro komunikaci s uživateli prostřednictvím webového rozhraní zaměřujícího se na prodej výrobků pro psy. Zákazníkům tedy nabídne usnadnění, urychlení a zefektivnění nakupování online, a prodejci ušetření práce, jelikož díky tomu nebude muset odpovídat na každý dotaz explicitně. Bakalářská práce se skládá z teoretické a praktické části. Teoretická část se zabývá informacemi o webové stránce Kooira, na čem je postavená, jak funguje a jaký je její účel, průzkumem technologie GPT a její funkcionalitě i roli jakou hraje ve vytváření chatbota. Dále obsahuje popis i samotného jazyka Python, ve kterém bude chatbot vytvářen. Praktická část bakalářské práce se soustředí na samotné programování chatbota a jeho následnou implementaci na webovou stránku, včetně zhodnocení funkčnosti na základě uživatelského testování. Výsledkem bude funkční virtuální asistent schopný komunikovat s uživateli na základě jejich dotazů a pomáhající jim s navigací na stránce i s nákupem výrobků.",Chatbot; AI; Python; API; Webová aplikace; Flask,False
https://vskp.vse.cz/96910_srovnani-vybranych-efektivnich-technik-hlubokeho-uceni-pro-konvolucni-neuronove-site-v-klasifikaci,Srovnání vybraných efektivních technik hlubokého učení pro konvoluční neuronové sítě v klasifikaci,2025,Data Analytics,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"The deployment of convolutional neural networks (CNNs) on resource-constrained edge devices requires the application of model compression techniques to balance performance, size, and inference time. This thesis investigates three key techniques — weight pruning, quantization, and knowledge distillation — evaluating their impact on CNN performance across various datasets and model architectures. Experimental results show that weight pruning, when applied to simpler custom CNNs, significantly reduces model size while slightly improving accuracy. However, excessive pruning in more complex pretrained models led to a considerable drop in performance, highlighting the need for more advanced strategies in complex architectures. Quantization techniques, particularly Post-Training Quantization (PTQ), proved highly effective in reducing model size by 75-90% and accelerating inference time by up to 1.5-8×, without substantial accuracy degradation. In contrast, Quantization-Aware Training (QAT) offered similar benefits but introduced minor accuracy losses and the risk of overfitting, particularly when applied to larger models like InceptionV3. Knowledge distillation demonstrated strong potential for transferring knowledge from larger teacher models to smaller student models, resulting in improved classification accuracy without increasing model size or inference time. These techniques offer promising solutions for optimizing CNNs, ensuring efficient performance while maintaining competitive accuracy.",convolutional neural networks; deep learning; model compression; pruning; quantization; knowledge distillation; efficient deep learning techniques,False
https://vskp.vse.cz/98146_zachyceni-fokalnich-vicerozmernych-udaju-v-lidskych-a-strojovych-souhrnech-fakt-checku,ZACHYCENÍ FOKÁLNÍCH VÍCEROZMĚRNÝCH ÚDAJŮ V LIDSKÝCH A STROJOVÝCH SOUHRNECH FAKT-CHECKŮ,2025,Data Analytics,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"In the contemporary information landscape, marked by a surge in data and the rise of &quot;post-information age&quot; challenges, fact-checking journalism has become essential to combat the spread of disinformation by contextualizing public claims. As the volume of fact-checking articles grows, effective summarization is crucial to make these detailed analyses accessible. However, this presents a significant problem: both human and automated summaries risk omitting critical, multidimensional data—such as time, location, and methodology—thereby undermining the factual grounding and value of the summary.  This thesis addresses this challenge by first defining &quot;focal multidimensional data&quot; within fact-checking articles. It then develops a novel suite of custom metrics designed to measure the capture of this data, including Data Point Coverage, Dimensional Completeness, and Weighted Data Point Coverage. This framework was applied to a curated dataset of 14 climate-related fact-checks from PolitiFact and their corresponding summaries generated by the gpt-4o-mini large language model (LLM).  Our findings indicate that while LLM-generated summaries achieve high semantic coherence (0.86 BERTScore F1), they fail to preserve the underlying evidence, capturing only 37% of the most critical, weighted data points. The analysis further reveals that while dimensions like subject and source are well-preserved, summaries frequently omit the precise quantitative value and, most critically, the temporal context of the data.  This study concludes that standard summarization metrics are insufficient for evaluating content in high-stakes, factual domains. The significant gap between semantic fluency and factual integrity highlights the urgent need for dimension-aware evaluation and the development of summarization models explicitly optimized to preserve the dimensional context that underpins factual claims.",Summarization; Fact-Checking; Evaluation Metrics; Multidimensional Data,False
https://vskp.vse.cz/96353_vyuziti-syntetickych-textovych-dat-pro-trenovani-modelu-analyzy-sentimentu,Využití syntetických textových dat pro trénování modelů analýzy sentimentu,2025,Data Analytics,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"The explosive growth of digital text data presents many opportunities and  challenges, especially in the area of sentiment analysis. A common problem is the  imbalance of datasets, where one sentiment class significantly outperforms others,  resulting in prediction bias. In this study, the class imbalance problem is addressed  by creating synthetic data using GPT-2, a state-of-the-art generative language  model. Comprehensive experiments were conducted using logistic regression, long term short-term memory (LSTM), and bidirectional encoding representations from  transformers (BERT) models. The evaluation showed significant results, in  particular BERT, which achieved accuracies up to 74.2% when trained solely on  synthetic data. This highlights the value of using synthetic data in NLP applications.  The study suggests opportunities for future research using more advanced language  models and broader NLP applications.",Synthetic data;  GPT-2; Sentiment analysis;  Logistic Regression; LSTM;  BERT; Class  imbalance; Data augmentation;  NLP,False
https://vskp.vse.cz/98151_detekce-a-interpretabilita-argumentacnich-vzorcu-ve-fact-checkingovych-reportech-pomoci-llms,Detekce a interpretabilita argumentačních vzorců ve fact-checkingových reportech pomocí LLMs,2025,Data Analytics,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"This bachelor&apos;s thesis explores automated approaches to combating misinformation. It proposes a method for modeling argumentation in fact-checked claims using entity graphs and large language models (LLMs). The source dataset consists of 50 fact-check reports from the PolitiFact website. The argumentation in each report was analysed during an annotation campaign conducted by a team from VŠE. Annotators classified misleading claims based on predefined misinformation patterns in a Catalogue of Misinformation Patterns and created brief summaries of the argumentation in each fact-check report. The automated misinformation pattern detection approach proposed in this thesis achieved an exact agreement with annotators in 46% of reports, with an additional 36% of cases where the model proposed partially matching misinformation patterns. Evaluation of a wide selection of LLMs demonstrated that the Gemini 2.5 Pro model, created by Google, performed best in argumentation modeling. The experiments revealed that some examined claims are more challenging to model automatically than others. Based on this observation, a set of parameters that determine the complexity of a fact-check report is proposed. This metric has the potential to serve as an indicator of how confident we can be in an LLM&apos;s automated decision. To improve the interpretability of argumentation in fact-check reports, a method for automatically sketching entity graphs using LLMs is presented. Preliminary experiments indicate that this approach shows promise, with automatically generated graphs often approaching the quality of those created manually by human annotators. This thesis demonstrates that it is possible to model argumentation within fact-check reports fully automatically. The proposed approach has the potential to be used for evaluating the quality of fact-check reports, which could enable fully automated refutation of examined problematic claims in the future. Additionally, it improves the interpretability of argumentation in fact-checked claims.",fact-checking; entity graphs; large language models; argumentation; misinformation; interpretability,False
https://vskp.vse.cz/96781_prediktivni-analyza-odchodu-zakazniku,Prediktivní analýza odchodu zákazníků,2025,Data Analytics,Katedra ekonometrie,Fakulta informatiky a statistiky,"Tato práce se zaměřuje na prediktivní analýzu odchodu zákazníků, známou jako churn prediction, a na využití strojového učení pro identifikaci zákazníků, kteří jsou pravděpodobně ohroženi odchodem. Cílem je zjistit, jakým způsobem mohou firmy využít strojové učení, konkrétně algoritmy eXtreme Gradient Boosting a Support Vector Machine, k lepší predikci tohoto odchodu. V práci jsou podrobně popsány metody jako feature engineering, ladění hyperparametrů a techniky pro vyrovnání nevyvážených dat, jako je Syntetická menšinová převzorkovací technika. Dále se zaměřuje na analýzu datového souboru, jeho přípravu a vytváření nových atributů, které mohou být užitečné pro modelování. V rámci experimentů bylo testováno několik přístupů a výsledky ukázaly, že i přes určité problémy s identifikací menšinové třídy byly výsledky modelů přínosné a ukázaly směry pro další zlepšení. Práce také doporučuje zlepšit výběr atributů, optimalizaci hyperparametrů a rozšíření datového souboru pro lepší výsledky v budoucnu.",analýza zákaznických dat; predikce odchodu zákazníků; chování spotřebitelů; Strojové učení,False
https://vskp.vse.cz/96568_midjourney-problematika-autorstvi-v-digitalni-ere,Midjourney: Problematika autorství v digitální éře,2025,Informační média a služby,Katedra informačních technologií,Fakulta informatiky a statistiky,"Bakalářská práce se zabývá problematikou autorských práv ve vztahu ke generativní umělé inteligenci, konkrétně k modelu Midjourney. Práce zkoumá zda a v jaké míře tento model při své činnosti využívá autorským právem chráněné prvky a nastiňuje možnosti ochrany autorských děl proti zneužití AI modely. Práce analyzuje principy fungování generativního modelu Midjourney včetně role lidského tvůrce i samotné umělé inteligence při vzniku obrazového díla. Text současně nastiňuje aktuální právní a etické výzvy spojené s generativní AI. Výzkum kombinuje literární rešerši s praktickým experimentem a dotazníkovým šetřením zaměřeným na schopnost uživatelů rozlišit AI tvorbu od lidské. Práce si klade za cíl odpovědět na otázky: Na jakých datech se generativní modely učí? Jak se proměňuje koncept originality a autorství v kontextu generativní AI? Jak se k celé situaci staví právní prostředí?",Midjourney; generativní model; generativní AI; autorské právo; etika,False
https://vskp.vse.cz/96649_mapovani-studijnich-planu-ceskych-vs-v-oblastech-technologii-propojenych-a-grafovych-dat,Mapování studijních plánů českých VŠ v oblastech technologií propojených a grafových dat,2025,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Bakalářská práce ve své první části pojednává o teoretických základech technologií propojených a grafových dat, vysvětluje základní pojmy spojené s danými technologiemi a nastiňuje jejich praktický přínos pro využití v reálném světě. Ve druhé části práce představuje výsledky provedeného mapování výuky těchto oblastí na českých vysokých školách a analyzuje a interpretuje odpovědi získané dotazníkovým šetřením. Jeho respondenty byli garanti a vyučující tematicky zaměřených předmětů, stejně jako vedoucí kvalifikačních prací na tato témata. V závěru práce jsou rekapitulována hlavní zjištění provedených analýz a interpretací. Vedlejším výstupem práce je také formulace doporučení pro zapojení jazykových modelů do obdobného mapování.",grafová data; kvalifikační práce; propojená data; mapování výuky; vysokoškolské předměty,False
https://vskp.vse.cz/98175_vyvoj-webovych-aplikaci-pomoci-umele-inteligence,Vývoj webových aplikací pomocí umělé inteligence,2025,Informační média a služby,Katedra systémové analýzy,Fakulta informatiky a statistiky,"Tato práce se zabývá využitím systémů založených na umělé inteligenci (AI) při vývoji webových aplikací. Cílem práce je porovnání dvou přístupů k vývoji – tradičního vývoje a programování s podporou umělé inteligence. Při hodnocení obou přístupů se autor zaměří na předem definovaná kritéria, která zahrnují kvalitu kódu, uživatelskou přívětivost výsledného řešení, časovou náročnost, míru potřebné odbornosti a zkušenost vývojáře",generativní AI; umělá inteligence; efektivita; webový design; Vývoj webových stránek,False
https://vskp.vse.cz/96683_generativni-ai-pri-tvorbe-filmovych-scen-porovnani-platforem,Generativní AI při tvorbě filmových scén: porovnání platforem,2025,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Tato bakalářská práce se zaměřuje na využití generativní umělé inteligence při tvorbě filmových scén, konkrétně na porovnání dvou moderních platforem – Sory od společnosti OpenAI a RunwayML. S rozvojem těchto technologií přicházejí nové možnosti v audiovizuální tvorbě, ale také etické a profesní otázky. Východiskem pro práci byla stále větší přítomnost AI ve filmové tvorbě, která vyvolává nejen technologický zájem, ale také etické a profesní diskuse, zvláště po stávce hollywoodských scenáristů v roce 2023. Cílem práce bylo analyzovat současné schopnosti těchto systémů v oblasti generování videa na základě textového popisu a zhodnotit jejich využitelnost v prostředí filmové tvorby. Zvolená metodologie kombinuje teoretickou rešerši, komparační analýzu obou platforem, která zahrnovala praktické generování čtyř typů scén (portrét, krajina, architektura, fantazijní prostředí). Výstupy byly dále hodnoceny pomocí dotazníkového šetření mezi 52 respondenty z řad studentů a profesionálů z filmového prostředí. Výsledky ukázaly, že platforma Sora byla hodnocena jako vizuálně působivější a vhodnější pro stylizované a emocionálně laděné scény, zatímco RunwayML prokázal větší technickou stabilitu a praktičnost při použití v profesionálním prostředí. Dotazovaní potvrdili, že generativní AI má v současné době největší potenciál zejména ve fázi preprodukce, například pro tvorbu storyboardů, vizualizaci nápadů či návrh scén. Zároveň však upozornili, že kvalita výstupů zatím není dostatečná pro přímé použití bez dalších úprav. Přínos práce spočívá v provedení praktické komparativní analýzy dvou relevantních nástrojů pro tvorbu videí a interpretaci profesionální zpětné vazby. Práce rovněž zmiňuje limity testování, jako jsou technická omezení platforem, nízký počet iterací a subjektivita hodnocení výstupů. Výsledky mohou sloužit jako vodítko pro další vývoj i pro rozhodování producentů a tvůrců při začleňování AI-nástrojů do filmové tvorby. Do budoucna se nabízí prostor pro další výzkum zaměřený na pokročilejší verze generativních modelů a hlubší porozumění jejich možnostem i omezením v profesionální produkci.",Sora; generativní umělá inteligence; Runway; filmová produkce; text-to-video; porovnání platforem,False
https://vskp.vse.cz/98113_regularizacni-metody-v-probabilistic-neural-networks-a-general-regression-neural-networks,Regularizační metody v Probabilistic Neural Networks a General Regression Neural Networks,2025,Matematické metody v ekonomii,Katedra statistiky a pravděpodobnosti,Fakulta informatiky a statistiky,"This thesis investigates the application of regularization techniques in general regression neural networks (GRNN) and probabilistic neural networks (PNN). L1 and L2 regularization has been integrated into GRNN and PNN architectures using a Bayesian formulation of parameter estimation. In contrast to the standard kernel density estimation (KDE) approach, in this work the models were reformulated using a mixture of Gaussians for density estimation, allowing the models to move from a non-parametric to a parametric formulation with minimal changes in interpretation. The models were implemented in Python and their performance was evaluated on real-word datasets. In regression tasks, L1 and L2 regularization led to improvements in model performance, with mean square error reductions in the range of 3,02% to 4,04%. In classification tasks, accuracy improvements ranged from 0,36% to 4,44%. However, a slight performance decrease was observed in some datasets, suggesting that the effect of regularization is data-dependent.",General Regression Neural Networks; Probabilistic Neural Networks; regularization methods; machine learning,False
https://vskp.vse.cz/95182_porovnani-frekventisticke-a-bayesovske-logisticke-regrese-na-prikladu-realnych-dat,Porovnání frekventistické a Bayesovské logistické regrese na příkladu reálných dat,2025,Matematické metody v ekonomii,Katedra statistiky a pravděpodobnosti,Fakulta informatiky a statistiky,"This study compares frequentist and Bayesian approaches to logistic regression using real-world data, with a particular focus on the impact of informative and non-informative priors in Bayesian analysis. The research is motivated by advances in computational capabilities that have made Bayesian methods increasingly accessible in machine learning applications. The methodology involved splitting the dataset into two parts: a primary subset (20%) for model evaluation and a larger auxiliary subset (80%) simulating prior knowledge. Three approaches were compared: classical logistic regression, Bayesian logistic regression with non-informative priors, and Bayesian logistic regression with informative priors. Model performance was evaluated using multiple metrics including Accuracy, Precision, Recall, F1-score, and ROC-AUC score, along with an analysis of 95% confidence intervals (CI) as well as credible intervals . Results demonstrate that while classical and non-informative prior Bayesian approaches showed similar performance, the Bayesian model with informative priors achieved superior results with an accuracy of 0.83 (compared to 0.78), F1-score of 0.85 (versus 0.81), and notably higher ROC-AUC of 0.93 (versus 0.81). The most significant improvement was observed in parameter uncertainty estimation, where the credible interval length undergone an average reduction of 15.1% compared to the classical approach, with improvements ranging from 10.3% to 28.2% across different variables.",Bayesian statistics; Logistic regression; Informative priors; Machine learning; Confidence intervals,False
https://vskp.vse.cz/96943_digitalni-kuponove-kampane-v-qsr-odvetvi-a-optimalizace-procesu-jejich-tvorby,Digitální kuponové kampaně v QSR odvětví a optimalizace procesu jejich tvorby,2025,Multimédia v ekonomické praxi,Katedra multimédií,Fakulta informatiky a statistiky,"Tato bakalářská práce se zaměřuje na optimalizaci procesu tvorby digitálních kuponových kampaní pro mezinárodní řetězec rychlého občerstvení (QSR) působící na českém trhu. V kontextu rostoucí potřeby zvyšování efektivity digitálního marketingu je cílem práce snížení časové a finanční náročnosti přípravy těchto kampaní prostřednictvím jejich automatizace. Optimalizace byla realizována na základě metodického rámce Business Process Reengineering (BPR), který umožňuje zásadní přehodnocení a reorganizaci podnikových procesů. V rámci práce byla provedena analýza stávajícího procesu a následně navrženo a implementováno automatizační řešení v prostředí Microsoft Excel s využitím jazyka Visual Basic for Applications (VBA). Navržené řešení vedlo ke zkrácení doby přípravy kuponových kampaní o 83 % a současně umožnilo snížit finanční náklady spojené s tímto procesem rovněž o 56 %. Závěrem lze konstatovat, že aplikace metodiky BPR ve spojení s jednoduchými nástroji automatizace představuje efektivní cestu ke zvýšení provozní efektivity. Zjištění zároveň otevírají prostor pro budoucí rozšíření řešení na další oblasti marketingové praxe a pro hlubší zkoumání možností integrace pokročilých nástrojů, včetně umělé inteligence.",QSR; Optimalizace procesu; Digitální kupony; Automatizace; Visual Basic for Applications,False
https://vskp.vse.cz/100622_predikce-a-analyza-bezpecnostnich-hodnoceni-vozidel,Predikce a analýza bezpečnostních hodnocení vozidel,2026,Aplikovaná informatika,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Tato bakalářská práce se zaměřuje na analýzu a predikci dílčích bezpečnostních hodnocení vozidel v rámci programu NHTSA NCAP s využitím metod strojového učení. Na rozdíl od existujících přístupů, které se soustředí převážně na predikci celkového hodnocení, práce analyzuje tři samostatné složky hodnocení, čelní náraz, boční náraz a riziko převrácení vozidla, a porovnává jejich predikovatelnost, distribuci a vzájemné vztahy. Explorační analýza prokázala velmi nízkou vzájemnou korelaci mezi dílčími hodnoceními a výrazné rozdíly v jejich distribucích. Predikční modely – logistická regrese, Random Forest a XGBoost – byly trénovány ve dvou variantách vstupního datasetu a vyhodnoceny pomocí metrik zaměřených na méně zastoupené třídy hodnocení. Pro řešení nevyváženosti dat byly testovány techniky vyvažování vah tříd, úprava rozhodovacího prahu a syntetický oversampling metodou SMOTE. Robustnost výsledků byla ověřena pomocí stratifikované křížové validace, bootstrap intervalů spolehlivosti a skupinového rozdělení dat. Výsledky ukazují, že ensemble modely dosahují vysokého výkonu pro čelní náraz a riziko převrácení, zatímco boční náraz je z hlediska modelování prakticky triviální úlohou z důvodu extrémní nevyváženosti dat. Jako nejvýznamnější prediktory byly identifikovány hmotnost vozidla a rok výroby. Doplňkový experiment s velkými jazykovými modely ukázal, že zero-shot a few-shot klasifikace výrazně zaostává za klasickými supervised modely.",NHTSA NCAP; strojové učení; klasifikace; SMOTE; bezpečnost vozidel; nevyváženost tříd; Random Forest; XGBoost; velké jazykové modely,False
https://vskp.vse.cz/100571_detekce-a-setreni-bezpecnostnich-incidentu-za-pouziti-strojoveho-uceni-v-prostredi-splunk-enterprise-security,Detekce a šetření bezpečnostních incidentů za použití strojového učení v prostředí Splunk Enterprise Security,2026,Aplikovaná informatika,Katedra informačních technologií,Fakulta informatiky a statistiky,"Tato bakalářská práce se zabývá praktickým návrhem a implementací metod strojového učení v bezpečnostní analytice v prostředí Splunk Enterprise Security za použití Splunk Machine Learning Toolkitu. Cílem práce je návrh datových sad pro předem dané bezpečnostní scénáře (use casy) inspirující se reálnými produkčními daty, vytvoření a natrénování modelů strojového učení pro detekci podezřelého chování a vyhodnotit jejich přesnost a využití na testovacích datech. Výsledkem práce je experimentální ověření využití a zhodnocení vybraných modelů strojového učení na scénářích. Hlavní aspekt měření je schopnost přesně detekovat anomální chování a redukce falešně pozitivních upozornění.",SIEM; Density Function; strojové učení; detekce anomálií; bezpečnostní monitoring; Splunk Enterprise Security; kybernetická bezpečnost; Random Forest; log management; SOC,False
https://vskp.vse.cz/100367_aplikace-metod-harmonizace-biomedicinskych-datovych-zdroju-pro-ucely-strojoveho-uceni,Aplikace metod harmonizace biomedicínských datových zdrojů pro účely strojového učení,2026,Aplikovaná informatika,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Tato bakalářská práce se zabývá problematikou harmonizace heterogenních biomedicínských dat pocházejících z nositelných zařízení (wearables). Hlavním cílem je návrh a implementace automatizované pipeline, která sjednocuje data z platforem Apple Health a Garmin do standardizované Master Table, využitelné pro následnou zdravotní analytiku. Práce srovnává tradiční přístup založený na expertních pravidlech s moderními metodami strojového učení využívajícími sémantické embeddingy. V rámci experimentální části byla provedena analýza selhání pravidlového systému při zpraco- vání lokalizovaných českých dat, kde docházelo k sémantickým kolizím u klíčových slov. Jako řešení byl implementován klasifikátor Random Forest v kombinaci s multilinguálním modelem Sentence-Transformers, který dosáhl F1-score 86,09% na augmentovaných trénovacích datech. Výsledná pipeline prokazuje vysokou robustnost při sjednocování nekonzistentních názvů atributů a jednotek. Práce rovněž diskutuje propojení navrženého řešení s mezinárodním standardem HL7 FHIR, čímž vytváří technologický most mezi fitness daty a klinickými informačními systémy.",Harmonizace dat; Wearables; Strojové učení; Sémantické embedding;  HL7 FHIR;  Python; Biomedicínská data,False
https://vskp.vse.cz/96802_analyza-a-navrh-reseni-business-intelligence-pro-spolecnost-dallmayr,Analýza a návrh řešení business intelligence pro společnost Dallmayr,2026,Aplikovaná informatika,Katedra informačních technologií,Fakulta informatiky a statistiky,"V bakalářské práci se autor zabývá analýzou a návrhem řešení Business Intelligence pro firmu Dallmayr Vending & Office, k.s. Hlavním cílem práce je navrhnout ekonomický a analytický model sloužící k optimalizace tras pro snížení nákladů a zrychlení procesů v jedné konkrétní firmě Dallmayr Vending & Office. To z dlouhodobého hlediska povede k automatizaci a modernizaci celé firmy. V práci se zaměřím na aktuální stav využívání Business Intelligence v Dallmayr Vending & Office, k.s., které se nachází v počáteční fázi a stále vyžaduje mnoho manuálních nebo outsourcovaných procesů. Na základě analýzy dostupných informací – osobní zkušenost,  rozhovory s vedením, zaměstnanci firmy – autor navrhl řešení, které umožní efektivnější plánování tras, snížení provozních nákladů a lepší využití pracovní síly. V rámci metodiky autor použil především kvalitativní analytické přístupy, konkrétně pozorování, polostrukturované rozhovory se zaměstnanci a vedením, analýzu procesů a srovnání se standardními postupy optimalizace tras v oblasti logistiky. Dále autor využil principy Business Intelligence, jako jsou návrh datového skladu, ETL procesy a dashboardová vizualizace. Díky těmto nástrojů, autor identifikoval hlavní problémové oblasti a navrhl doporučení pro další kroky. Výstupem práce je obecný koncept BI řešení s určitými konkrétními kroky pro jeho implementaci. Přínosem je snížení nákladů firmy a času, který musí dopravci strávit na cestách.",Dashboard; Logistika; Analýza dat; Automatizace; Business Intelligence,False
https://vskp.vse.cz/100309_predikce-vysledku-zavodu-formule-1-pomoci-strojoveho-uceni,Predikce výsledků závodů Formule 1 pomocí strojového učení,2026,Data Analytics,Katedra statistiky a pravděpodobnosti,Fakulta informatiky a statistiky,"Formule 1 bývá často označována za sport, jehož výsledky jsou do značné míry předvídatelné a v němž o výsledku závodu často rozhoduje už kvalifikace. Tato práce se proto zaměřuje na otázku, do jaké míry lze výsledek pilota v závodě Formule 1 předpovědět na základě informací dostupných před startem závodu. Současně zkoumá, jak významnou roli v této predikci hraje samotný výsledek kvalifikace ve srovnání s dalšími charakteristikami. Analýza vychází z několika datových zdrojů obsahujících historická data o závodech Formule 1. Pro účely modelování byla data omezena na sezony 2010–2025 a cílová proměnná byla definována jako vícetřídní klasifikace do čtyř tříd: Vítězství, Pódium, Body a Bez bodů. Na takto připravených datech byly porovnány modely rozhodovacího stromu, náhodného lesa, XGBoost, CatBoost a neuronové sítě. Při hodnocení modelů byl kladen důraz nejen na klasické klasifikační metriky, ale i na metriky zohledňující kvalitu pravděpodobnostních predikcí. Výsledky ukazují, že na použitých testovacích datech dosáhl nejlepších hodnot ve většině klasifikačních metrik model CatBoost, avšak rozdíly mezi jednotlivými modely nebyly výrazné. Současně se ukázalo, že nejobtížnější je predikce méně zastoupených tříd Vítězství a Pódium. Interpretace modelů dále naznačuje, že dominantní roli při predikci hraje kvalifikace, zejména startovní pozice a odstup od vítěze kvalifikace, přičemž významnou doplňující roli mají i ukazatele aktuální a dlouhodobé výkonnosti pilota a týmu.",Formule 1; strojové učení; predikce; klasifikace; model; data; závod; kvalifikace,False
https://vskp.vse.cz/98917_umela-inteligence-v-sachu-pristup-stroje-versus-pristup-cloveka,Umělá inteligence v šachu – přístup stroje versus přístup člověka,2026,Data Analytics,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Tato bakalářská práce zkoumá možnosti využití principů umělé inteligence k zachycení a simulaci lidského stylu hry v šachu s cílem porovnat strojové rozhodování k lidskému. Analyzuje vybrané algoritmy a přístupy používané při vývoji šachových programů – od tradičních vyhledávacích metod, jako jsou Minimax a Alfa-beta prořezávání, po moderní techniky hlubokého učení využívající konvoluční neuronové sítě (CNN) a architektury Transformer. Teoretická část srovnává tyto metody s poznatky o lidské kognici a myšlení vycházejícími z výzkumů Adriaana de Groota, teorií shlukování a šablon Simona, Chase a Gobeta, konceptu omezené racionality Herberta Simona, modelu CHREST a pohledů Tichomirova a Saariluomy na apercepci a holistické vnímání, které právě ze hry šachu přímo vycházely. Analýza ukazuje, že mezi současnými modely AI a lidským myšlením existují výrazné paralely i rozdíly. Konvoluční sítě vykazují podobnost s přístupem člověka, který popisujují Simon, Chase a Gobet ve své teorii shlukování. Rozdíl mezi modelem lidského myšlení dle teorií Simona, Chase a Gobeta a přístupem CNN modelů nastává zejména v adaptivní povahu lidské paměti, kterou šachové stroje nevykazují. Saariluomova teorie apercepce, popisující abstrakci a následnou analýzu problému, se vzdaluje výpočetně náročným postupům klasických šachových AI modelů. Architektury Transformer sice mechanismem pozornosti částečně připomínají proces apercepce, ale zatím nedokážou plně modelovat dynamiku lidského myšlení. Praktická část práce se zaměřuje na návrh, implementaci a testování konvoluční neuronové sítě určené k napodobení lidského šachového chování. Model byl trénován na rozsáhlém souboru partií z Lichess.org s tensorovou reprezentací šachové pozice (8×8×20). Architektura obsahuje vstupní konvoluční vrstvu, šest reziduálních bloků se Squeeze-and-Excitation mechanismy a dvě výstupní větve – pro predikci tahů a hodnocení pozic. Experimenty prokázaly, že model dosahuje Top-1 přesnosti 50,79 % a Top-10 přesnosti 96,61 % při predikci lidských tahů. Více než 99 % jeho Top-1 predikcí v zahájeních bylo legálních a hodnocení pozic vykazuje vysokou spolehlivost. Přestože model občas chybuje u méně častých taktických motivů, úspěšně napodobuje lidský styl hry včetně typických lidských strategických principů i omylů a dosahuje výkonnosti, která odpovídá přibližně 1500 bodům ELO na platformě Lichess.org.",šachy; umělá inteligence; člověk; neuronové sítě; algoritmy,False
https://vskp.vse.cz/96926_moznosti-pouziti-algoritmu-strojoveho-uceni-v-oblasti-analyzy-prezivani,Možnosti použití algoritmů strojového učení v oblasti analýzy přežívání,2026,Data Analytics,Katedra informačních technologií,Fakulta informatiky a statistiky,"This bachelor thesis focuses on the application of machine learning algorithms in the domain of survival analysis. The aim is to conduct a comparative analysis between classical survival analysis approaches and modern machine learning algorithms, assessing their performance and interpretability.",Cox Regression; Survival Analysis; Machine Learning; Random Survival Forest,False
