url,title,program,department,faculty,abstract,keywords
https://vskp.vse.cz/100775_porovnavani-vystupu-generativnich-modelu-umele-inteligence,Porovnávání výstupů generativních modelů umělé inteligence,Aplikovaná informatika,Katedra systémové analýzy,Fakulta informatiky a statistiky,"Tato bakalářská práce se zaměřuje na analýzu schopností generativní umělé inteligence při tvorbě obsahu, srovnání kvality výstupů různých generativních modelů (např. GPT-4, Copilot, GEMINI) a jejich porovnání s výstupy vytvořenými člověkem. Práce hodnotí rozdíly ve výstupech těchto modelů na základě kritérií kvality, přesnosti a srozumitelnosti a zároveň testuje schopnost rozpoznat, zda je výstup dílem umělé inteligence nebo člověka. Součástí analýzy jsou také etické otázky, jako autenticita, autorská práva a ochrana soukromí, a hodnocení současných regulačních rámců. Výsledky ukazují různé úrovně kvality výstupů v závislosti na konkrétním modelu a vstupu a zdůrazňují potřebu jasnějších pravidel, větší kontroly kvality a důvěryhodnosti při využívání generativní umělé inteligence. Na základě zjištění práce navrhuje opatření a doporučení pro bezpečné a eticky odpovědné využití generativních AI technologií.",generativní umělá inteligence; tvorba obsahu; srovnání generativních modelů; kvalita výstupů; rozpoznání AI textu; Copilot; GEMINI; etika AI; regulační rámce; GPT-4
https://vskp.vse.cz/100777_deep-learning-in-medical-imaging-classification-of-lumbar-spine-degeneration-from-mri-scans,Deep Learning in Medical Imaging: Classification of Lumbar Spine Degeneration from MRI Scans,Data Analytics,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"The bachelor thesis focuses on the classification of lumbar spine degeneration from MRI scans using deep learning methods. The theoretical background covers neural networks for image processing, including convolutional neural networks, transfer learning, vision transformers, and medical image segmentation architectures.  The practical part is based on the RSNA 2024 Lumbar Spine Degenerative Classification competition. After exploratory analysis of the MRI dataset, several direct classification benchmarks are trained and evaluated. Since each diagnosis depends on a specific condition, imaging plane, spinal level and side, the solution is further extended into a localization-guided workflow.  The final pipeline combines anatomical localization, slice selection, ROI-based classification and model ensembling for making the predictions. The results show that this task cannot be treated as simple classification framework and that incorporating anatomical structure is essential.",convolutional neural networks; vision transformers; medical imaging; lumbar spine degeneration; image classification; anatomical localization; deep learning
https://vskp.vse.cz/100986_geolokace-textu-na-zaklade-pojmenovanych-entit-a-znalostnich-bazi,Geolokace textu na základě pojmenovaných entit a znalostních bází,Aplikovaná informatika,Katedra informačních technologií,Fakulta informatiky a statistiky,"This thesis examines how geolocation systems perform on indirect locational reference - texts where location must be inferred without explicit place names, where toponyms are ambiguous, or where entity names are shared across multiple real-world referents in different places. These cases represent a documented failure boundary for standard geoparsing but have not been evaluated under controlled conditions in existing benchmarks. A synthetic dataset of 360 entries is constructed around three signal types: indirect entity inference (no toponym present), ambiguous toponyms, and ambiguous entity names. Seven pipeline architectures drawn from three paradigms - two-stage entity linking, end-to-end entity linking, and prompt-engineered large language models - are evaluated against this benchmark across clean and noisy conditions, two text formats, and six continents. The findings show that no single paradigm dominates across all three signal types. Entity linking handles ambiguous toponyms most reliably; large language models handle indirect inference better due to their parametric world knowledge; ambiguous entity names remain hard for all systems. A routing architecture that selects between entity linking and an LLM per text achieves the most consistent performance on clean data but proves fragile under noise. Geographic bias toward Europe and North America is present in every pipeline tested. Results are validated against GeoCorpora real tweets, confirming the paradigm patterns transfer beyond synthetic data. The thesis contributes a reusable benchmark isolating signal types that aggregate evaluations obscure and demonstrates that combining existing paradigms is more effective than any single one - while arguing that the field should work toward unified models capable of handling both indirect inference and toponym disambiguation natively.",geolocation from text; natural language processing; indirect locational reference; toponym disambiguation; geoparsing; named entity recognition; Wikidata; geographic information systems; entity linking; large language models
https://vskp.vse.cz/101328_vyuziti-umele-inteligence-pro-zvysovani-bezeckeho-vykonu-pristup-k-optimalizaci-treninku-pomoci-promptoveho-inzenyrstvi,Využití umělé inteligence pro zvyšování běžeckého výkonu: přístup k optimalizaci tréninku pomocí promptového inženýrství,Aplikovaná informatika,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"This thesis investigates how prompt engineering can unlock the coaching potential of large-language-model (LLM) assistants for half-marathon preparation. Its primary objective is to design and validate a prompting framework that enables chat-based AI systems to deliver structured, personalised training plans for runners with diverse experience levels, physiological profiles, and goals. The methodology combined a literature review, a survey on the real-world use of AI coaching tools, 12 prompt trials across three runner personas using GPT-4o and Gemini 2.0 Pro, analysis, and evaluation of an AI-generated plan.  The evaluation assessed their personalization, balance and variety of training stimuli, clarity, effectiveness. Results show that prompts incorporating detailed athlete backgrounds, time-bound goals, and clear instructions improve plan quality and effectiveness compared to prompts lacking context. While both models demonstrated comparable adherence to general training principles, Gemini 2.0 Pro consistently prescribed more conservative paces, whereas GPT 4o adopted a more aggressive approach. However, both models mishandled tapers and defaulted to cautious volumes and less specific workouts when specific goals were omitted. The study concludes that current LLMs, guided by a proposed prompting framework, can draft periodised programmes for recreational runners. However, informed human oversight remains essential for monitoring objective and subjective load markers and refining plans.",Generative artificial intelligence; large language models; prompt engineering; endurance running; training plans
https://vskp.vse.cz/89646_predikce-vysledku-esportovych-zapasu-pomoci-regresnich-modelu,Predikce výsledků esportových zápasů pomocí regresních modelů,Matematické metody v ekonomii/Datové analýzy a modelování,Katedra ekonometrie,Fakulta informatiky a statistiky,"Tato bakalářská práce se zaměřuje na analýzu a predikci výsledků zápasů v eSportové hře League of Legends (LoL) pomocí strojového učení. Srovnáváme predikční metody používané v tradičních sportech a v eSportu, aby zdůraznili klíčové rozdíly a specifika těchto dvou odvětví. Využíváme tři metody strojového učení, gradient boosting, náhodný les a logistická regrese, k vytvoření přesného a robustního modelu pro předpovídání výsledků zápasů v LoL. Naše analýzy ukázaly, že gradient boosting je nejpřesnější a nejrobustnější z těchto metod. Data pro naše modely byla získána z eSportové databáze a byla zpracována a analyzována v jazyce Python s využitím knihoven pro strojové učení a analýzu dat. Během analýzy datové sady jsme narazili na několik problémů, jako je dočasnost dat a výběr proměnných. Nicméně jsme identifikovali výhody predikce eSportů oproti tradičním sportům, jako je automatické a přesné generování faktorů během hry. Výsledky našich modelů byly vyhodnoceny pomocí metrik jako přesnost, preciznost, úplnost a F1-skóre. Gradient boosting dosáhl nejlepších výsledků s nejvyšší přesností, precizností, úplností a F1-skóre. Celkově lze říci, že naše práce přináší cenné poznatky do oblasti predikce eSportů a jejich srovnání s tradičními sporty. V budoucnu by bylo zajímavé zkoumat další faktory ovlivňující výsledky zápasů, jako jsou preference jednotlivých hráčů a týmů nebo dopady aktualizací hry na predikce. Naše výsledky také zdůrazňují význam kombinace různých typů dat a jejich správného vyvážení pro dosažení optimálních výsledků v predikci výsledků zápasů v eSportovém prostředí.",předpověd výsledků; náhodný les; gradient boosting; regresní metody; League of Legends; strojové učení; eSport; logistická regrese
https://vskp.vse.cz/91703_prozkoumani-variant-turingova-testu-hodnoceni-umele-inteligence-a-jejiho-vztahu-k-lidske-inteligenci,Prozkoumání variant Turingova testu: Hodnocení umělé inteligence a jejího vztahu k lidské inteligenci,Aplikovaná informatika/Aplikovaná informatika,Katedra systémové analýzy,Fakulta informatiky a statistiky,"This thesis delves into the Turing test (TT) and its variants, examining its relevance in the ongoing discourse of artificial and human intelligence. The primary aim is to assess TT variants, evaluate their effectiveness in measuring artificial intelligence (AI) systems&apos; human-like intelligence, and compare this with human intelligence. This involves three steps: first, analyzing different TT versions, focusing on their reliability and the complexity of AI in replicating human intelligence, including the original TT and its modifications. Second, exploring human intelligence to establish a clear benchmark for AI comparison. Third, comparing similar features of AI tools ChatGPT and Midjourney with each other and human perception using variants of TT. This thesis aims to contribute to the broader discourse on the nature of intelligence by comparing human and machine intelligence. Methodologically, the thesis is divided into theoretical research and practical analysis. The theoretical part, underpinned by a literature review, involves a conceptual analysis of human intelligence for a comparative framework. Practically, the study evaluates two AI tools, ChatGPT and Midjourney, for their demonstration of verbal and visual intelligence aspects related to the TT. These AI tools are subjected to human-operated tests, assessing their creativity and visual perception against human intelligence criteria. In conclusion, the imperfection of TT variants in assessing the presence of human behavior and qualities in AI was shown. The findings offer insights into the current state of AI and its potential trajectory, emphasizing the evolving relationship between human and machine intelligence.",Turing test; human intelligence; artificial intelligence
https://vskp.vse.cz/92556_vyuzitelnost-chatgpt-pro-vyhledavani-informacnich-zdroju,Využitelnost ChatGPT pro vyhledávání informačních zdrojů,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Informační zdroje v rámci internetu jsou velice proměnlivé. Aktivně internet používá veliké procento světové populace. Díky tomu existuje v jeho rámci obrovské množství dohledatelných informačních zdrojů. Umění správného vyhledávání informací nebylo nikdy relevantnější. V tomto ohledu se v poslední době šíří používání umělé inteligence, konkrétně nástroje ChatGPT. Velké množství běžných uživatelů používá výstupy tohoto chatbota pro pokrytí svých informačních potřeb. Často dochází k přímému přejímání výstupů tohoto nástroje pro potřebné nabytí informací. Na základě vlastních zkušeností s tím, jak časově náročný může být proces vyhledávání pramenů, si pokládám otázku, jestli je možné využít ChatGPT pro urychlení zmíněného procesu. Hlavním cílem práce je konkrétně vyhodnotit, jak kvalitní jsou zdroje poskytnuté tímto chatbotem pro účely rešerše. Kromě tohoto hlavního cíle, vyhodnocuji v této práci i tři stanovené hypotézy, které souhrnně odráží mé domněnky o vztahu aktuálnosti zdrojů vzhledem k tématům, jejich odbornosti a formátu. Pro získání potřebného kontextu jsem provedl odbornou rešerši existující literatury. V teoretické části shrnuji pohledy na definici, hlavní oblasti oboru umělé inteligence a klíčové etapy jejího vývoje a následně se v této části zaměřuji na oblast zpracování přirozeného jazyka (NLP). Opět jsem zde zpracoval přehled o historii NLP, oblastech jeho nasazení a stručně charakterizuji techniky a komponenty, jenž považuji za zásadní. V praktické části přistupuji k otestování zdrojů poskytnutých prostřednictvím nástroje ChatGPT. Tyto zdroje jsem získal dotazováním se na prameny pro několik tokenových témat, které jsem si stanovil. Sběr zdrojů jsem provedl dvakrát pro posouzení případných vlivů časového odstupu. U všech těchto zdrojů jsem provedl jejich ohodnocení dle kritérií CRAAP filtru a na závěr posoudil jejich celkovou kvalitu.",AI; rešerše; ChatGPT; informace
https://vskp.vse.cz/92681_generovani-skodliveho-obsahu-chatgpt-plus-gemini-a-kyberbezpecnost,"​Generování škodlivého obsahu: ChatGPT Plus, Gemini a kyberbezpečnost",Aplikovaná informatika,Katedra informačních technologií,Fakulta informatiky a statistiky,"Tato bakalářská práce se zaměřuje na problematiku využívání nástrojů ChatGPT-4 a Gemini ke generování škodlivých obsahů s potenciálním rizikem pro kybernetickou bezpečnost. Nabízí teoretické základy ohledně oblasti kybernetické bezpečnosti, LLM modelů, jejich nástrojů a problémů těchto technologií pro kybernetickou bezpečnost v současnosti. Mimo jiné, praktická část demonstruje schopnost zkoumaných nástrojů generovat malware, ransomware, phishingové e-maily, keylogger a SQL injection. Pomocí těchto nástrojů také došlo k úspěšné tvorbě jednoduchého škodlivého programu na základě předem stanoveného scénáře. Praktická analýza odhalila, že oba nástroje mohou generovat různorodé obsahy, které mohou být potenciálním rizikem pro kyberbezpečnost. Bylo zjištěno, že dokonce i uživatel bez pokročilých znalostí může tyto nástroje využít k vytváření škodlivého obsahu, přičemž klíčem k úspěchu je vhodná formulace a jazyk příkazů. Toto zjištění zdůrazňuje potřebu dalšího výzkumu v oblasti prompt inženýrství a zkoumání, jak různé jazykové varianty mají vliv na výstupy z LLM nástrojů či modelů.",Kyberbezpečnost; kybernetická bezpečnost; ChatGPT-4; LLM; Velké jazykové modely; Gemini
https://vskp.vse.cz/92723_vyuziti-statistickych-metod-pro-predikci-vysledku-v-oblasti-bojovych-sportu,Využití statistických metod pro predikci výsledků v oblasti bojových sportů,Aplikovaná informatika,Katedra statistiky a pravděpodobnosti,Fakulta informatiky a statistiky,"Bakalářská práce se zabývá využitím statistických metod pro predikci výsledků ve smíšených bojových uměních (MMA), zejména v zápasech organizace UFC. Cílem práce bylo přispět k lepšímu porozumění faktorů ovlivňujících výsledky zápasů, implementovat prediktivní modely a poskytnout tak užitečné poznatky o tomto sportu. Práce je strukturována do pěti částí, které zahrnují pochopení problematiky sportu, získání, zpracování a čištění vstupních dat, analýzu klíčových proměnných ovlivňujících výsledky a způsoby ukončení zápasů a implementaci prediktivních modelů. V analýze byly zkoumány, mimo jiné, fyzické charakteristiky zápasníků, jejich předešlé zápasy, externí podmínky zápasu či historický vývoj způsobu ukončení zápasu. Pro predikci výsledků a způsobů ukončení zápasů byly vytvořeny vybrané modely strojového učení a Elo model. Práce představuje komplexní přístup k analýze a predikci sportovních výsledků pomocí moderních statistických technik a knihoven programovacího jazyka python. Hlavní přínos práce vidí autor zejména v přesnosti predikce jednoho z modelů pro způsob ukončení zápasu.",smíšená bojová umění; strojové učení; Elo; analýza dat; prediktivní modely; web scraping; MMA; UFC
https://vskp.vse.cz/92740_socialni-dopady-vyvoje-umele-inteligence,Sociální dopady vývoje umělé inteligence,Aplikovaná informatika,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Umělá inteligence (UI) se týká vytváření počítačových systémů nebo strojů, které mají schopnost vykazovat inteligentní chování, resp. chování, které by bylo považováno za inteligentní, pokud by bylo projevováno člověkem. Umělá inteligence se zaměřuje na oblasti jako učení, rozpoznávání vzorů, rozhodování, porozumění přirozenému jazyku a další schopnosti, které jsou spojovány s lidskou inteligencí. Předkládaná bakalářská práce se zaměřuje na analýzu sociálních dopadů vývoje umělé inteligence prostřednictvím literární rešerše a rozbor postojů obyvatel České republiky k těmto dopadům skrze dotazníkové šetření vycházející z této rešerše.  Cíly práce jsou vymezení oblasti umělé inteligence, analýza literatury za účelem odhalení potenciálních existenčních/sociálních rizik a jejich možných řešení a sestavení, provedení a vyhodnocení dotazníku pro dotazníkové šetření postojů obyvatel ČR k odhaleným hrozbám umělé inteligence. Metodika zahrnují metodu pozorování, metodu literární rešerše, metodu dotazníkového šetření a metodu komparace. Výsledky naznačují ne příliš vysokou rozmanitost postojů obyvatel k sociálním dopadům umělé inteligence. Celkově je patrná vysoká míra optimismu a víra v pozitivní dopady na různé oblasti lidského života, zejména na zdravotnictví, přičemž zjištěné výsledky přinesly minimum skeptických názorů ze strany respondentů. To naznačuje, že technologický pokrok spojený s UI je vnímán pozitivně a s nadějí na přínosy pro budoucnost. Nové poznatky zahrnují doporučení pro zlepšení vzdělávání pracovníků, zabezpečení dat a spolupráci mezi vládou, průmyslem a akademickou oblastí s cílem minimalizovat negativní dopady UI a maximalizovat její přínosy pro společnost.",umělá inteligence; vliv; budoucnost; postoj obyvatel; příležitost; riziko; sociální dopad
https://vskp.vse.cz/92747_customizace-llm-specifickych-modulu-v-ramci-chatgpt,Customizace LLM-specifických modulů v rámci ChatGPT,Aplikovaná informatika,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"The goal of this thesis is to develop two distinct custom versions of ChatGPT tailored for specific modules from scratch, and to evaluate whether these customized versions perform better and are easier to use compared to the standard ChatGPT. For the evaluation and comparison, experts in relevant fields will be invited to test these large language models and provide their insights. The motivation for this thesis stems from the growing interest in and possibilities for creating customized versions of ChatGPT. Key considerations include usability, differences from the standard version, and ease of use. Additionally, there is a personal interest of the author in determining whether the custom models created will remain useful beyond the completion of this thesis and if they will present any future applications. This thesis is divided into two main sections: theoretical and practical. The theoretical part provides a comprehensive overview and introduction to large language models, describing the specifics of Generative Pre-trained Transformers (GPTs). It covers the essential concept of prompts, discussing how they can be effectively utilized by users. Additionally, this section describes the complexities of fine-tuning and the principles of RAG in the context of these models. The practical part of the thesis describes the development of two distinct custom versions of ChatGPT. The first version is designed to assist with creating resumes, while the second is tailored to aid users in preparing for the Japanese Language Proficiency Test (JLPT), as well as helping teachers with lesson planning and school-related tasks. This section not only details the creation process but also examines the specific functionalities and applications of each customized version by the experts. In the conclusion of the thesis, the evaluation results of the customized ChatGPT were summarized. The conclusion also outlined potential applications for these specialized GPTs, suggesting ways they could be effectively integrated into relevant fields to enhance task-specific functionalities and user experiences.",ChatGPT; GPTs; Customization; Adaptability; LLM
https://vskp.vse.cz/92756_dopady-umele-inteligence-na-spolecnost,Dopady umělé inteligence na společnost,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Práce se zabývá dopady umělé inteligence na společnost v blízké budoucnosti. Cílem práce je mapovat, které obory a aspekty lidského života budou nejvíce ovlivněny. Analýzou příležitostí i výzev, které zavádění UI představuje, se tato práce snaží poskytnout komplexní porozumění společenským důsledkům technologie UI. Popisuje fenomén umělé inteligence a zabývá se jednotlivými obory a konkrétními příklady, kdy UI ovlivní naše životy – ve školství, v médiích, v medicíně atd. Práce analyzuje budoucí pracovní trh po začlenění umělé inteligence do praxe a popisuje, které povolání a skupiny budou ovlivněny. Může sloužit jako vodítko pro přizpůsobení se novým technologickým trendům. Praktická část se zabývá vlastním výzkumem vnímání trendu umělé inteligence ve společnosti. Ve vzorku společnosti pozoruje postoje a vnímání UI a zkoumá, co ovlivňuje tyto postoje.",Umělá inteligence; Dopady; Pracovní trh; Generativní umělá inteligence ; Velké jazykové modely ; Vliv; Společnost
https://vskp.vse.cz/92759_vyuziti-chatgpt-4-pro-detekci-phishingu,Využití ChatGPT-4 pro detekci phishingu,Aplikovaná informatika,Katedra informačních technologií,Fakulta informatiky a statistiky,"Tato bakalářská práce se věnuje využití jazykového modelu ChatGPT-4 pro detekci phishingových útoků. Cílem práce je analyzovat možnosti, jak může tento pokročilý model umělé inteligence přispět k zlepšení metod kybernetické bezpečnosti při identifikaci phishingových obsahů. V teoretické části je představen model ChatGPT-4, jeho struktura a principy fungování. Praktická část se zaměřuje na testování schopností modelu rozpoznávat phishing ve webových URL a e-mailových komunikacích. Práce zahrnuje detailní testování modelu proti různým taktikám používaným v phishingových útocích a evaluaci jeho efektivity. Výzkum ukazuje, že ChatGPT-4 má značný potenciál v detekci phishingu, ale zároveň poukazuje na určité limity a nutnost dalšího vývoje pro zlepšení přesnosti a spolehlivosti. Závěr práce reflektuje dosažené výsledky a nastiňuje možné směry pro budoucí výzkum v oblasti využití umělé inteligence pro zvýšení kybernetické bezpečnosti.",ChatGPT-4; Kybernetická Bezpečnost; Phishing; Umělá Inteligence
https://vskp.vse.cz/92763_analyza-sentimentu-fotbalovych-tweetu,Analýza sentimentu fotbalových tweetů,Aplikovaná informatika,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"V digitální éře se sociální média, zejména platforma X (dříve Twitter), stala klíčovým prostorem pro veřejnou diskusi o sportu, včetně fotbalu. Tato bakalářská práce analyzuje sentiment fotbalových tweetů s cílem pochopit nálady a názory fanoušků celosvětově; zaměřuje se na Mistrovství světa ve fotbale 2022 a Mistrovství světa ve fotbale žen 2023. Použité metody zahrnují tradiční modely jako Naive Bayes a Support Vector Machines a dále pokročilé technologie jako BERT. Výsledky ukazují, že modernější technologie jsou přesnější a adaptabilnější ve vyhodnocování sentimentu. Tato práce přináší nové poznatky pro strategie zapojení fanoušků a marketing ve sportu a ukazuje potenciál technik NLP v sociálních médiích.",sociální média; X (dříve Twitter); zpracování přirozeného  jazyka; analýza sentimentu; fotbal
https://vskp.vse.cz/92767_eticke-kodexy-umele-inteligence,Etické kodexy umělé inteligence,Informační média a služby,Katedra informačního a znalostního inženýrství,Fakulta informatiky a statistiky,"Tato bakalářská práce se zabývá etickými otázkami souvisejícími s umělou inteligencí (AI). Práce zkoumá historický vývoj umělé inteligence, definici jejích klíčových pojmů i momentů a možnosti využití napříč různými odvětvími. Dále analyzuje význam etiky v kontextu AI a identifikuje etická dilemata spojená s jejím rozvojem. Práce také představuje existující etické směrnice pro AI a provádí analýzu jejich účinnosti. Na základě získaných poznatků pomocí dotazníkového šetření navrhuje strategie pro řešení těchto etických výzev pomocí krátkého etického kodexu. Cílem práce je přispět k diskusi o etických otázkách využívání umělé inteligence a poskytnout pohled na problematiku etiky AI pro praktické aplikace a budoucí výzkum.",etika; umělá inteligence; etický kodex; transparentnost; diskriminace; bezpečnost; důvěra
https://vskp.vse.cz/92770_predikce-e-sportovych-zapasu-v-league-of-legends,Predikce e-sportových zápasů v League of Legends,Aplikovaná informatika,Katedra ekonometrie,Fakulta informatiky a statistiky,"Předkládaná bakalářská práce prozkoumává aplikaci predikčních modelů založených na regresivní analýze pro ligu League of Legends European Championship (LEC) ze hry League of Legends (LoL). Jako metody byly použity metody komparace, pozorování, analýza dat a dokumentů. Pro vytvoření modelu byly použity data z domén spravující statistiky historických zápasů. Pro zpracování dat a tvorbu modelů byl použit programovací jazyk Python rozšířen o knihovny pro datovou analýzu a strojové učení v Jupyter prostředí. První část práce se zaměřuje na sestavení logistické regrese s minimální úspěšností 50 %. Následně jsou vytvořeny dva dodatečné algoritmy pro rozhodovací strom a náhodný les. Všechny modely jsou porovnány za cílem nalezení nejlepšího řešení pro predikce esportových zápasů. Ke zhodnocení jsou použity metriky úspěšnosti, přesnosti, úplnosti a F1 skóre. Vytvořené modely mají vhodný základ pro budoucí vývoje pokročilejších řešení pro neuronové sítě a predikce v reálném čase.",League of Legends; LoL; modely predikce; logistická regrese; náhodný les; rozhodovací strom; esport; strojové učení; regresivní analýza
https://vskp.vse.cz/92779_vyuziti-nastroju-umele-inteligence-v-oblasti-business-intelligence,Využití nástrojů umělé inteligence v oblasti business intelligence,Aplikovaná informatika,Katedra informačních technologií,Fakulta informatiky a statistiky,"Bakalárska práca skúma integráciu moderných nástrojov generatívnej umelej inteligencie (AI), vrátane modelu ChatGPT-4, v oblasti business intelligence (BI). Začína sa rešeršou, ktorá vytvorila základ pre identifikáciu smerov výskumu využitia umelej inteligencie v business intelligence a pre výber konkrétnych AI nástrojov použitých v praktickej implementácii. Práca poskytuje detailné preskúmanie relevantných oblastí, objasňuje kľúčové pojmy, ako business intelligence a umelá inteligencia, a popisuje aplikáciu týchto AI nástrojov implementovaných v analytických BI nástrojoch spolu s modelom ChatGPT-4 na vybranom testovacom datasete. Analýza je zakončená podrobným hodnotením implementácie, s cieľom overiť schopnosti nástrojov generatívnej umelej inteligencie pri spracovaní a analyzovaní údajov v BI a ich potenciálnu praktickú aplikáciu v scenároch reálneho sveta. Okrem toho obsahuje komparatívnu analýzu poukazujúcu na možnosti a potenciál modelu ChatGPT-4 v porovnaní s inými platformami BI. Primárnym cieľom tejto štúdie je analyzovať inovatívne nástroje umelej inteligencie v analytike business intelligence a posúdiť ich praktickú aplikáciu a využitie v porovnaní s ChatGPT-4 prostredníctvom cieleného výskumu, výberu, implementácie a hodnotenia.",Umelá inteligencia; Business Intelligence; ChatGPT-4; Automatizácia; Copilot; Chatbot
https://vskp.vse.cz/92782_otazky-etiky-a-psychologicky-dopad-umelej-inteligencie-na-spolocnost,Otázky etiky a psychologický dopad umelej inteligencie na spoločnosť,Aplikovaná informatika,Katedra informačních technologií,Fakulta informatiky a statistiky,"Táto práca je zameraná na preskúmanie stále rastúceho vplyvu umelej inteligencie a algoritmov hlbokého učenia so špecifickým zameraním na etické otázky a dilemy spojené s vývojom a používaním umelej inteligencie, tak isto ako aj psychologickým dopadom, ktorý tieto technológie majú na spoločnosť a jednotlivcov žijúcich v nej. S neustále rastúcou prítomnosťou umelej inteligencie v našich životoch taktiež rastie dôležitosť poznať problémy spojené s jej vývojom a implementáciou. Na tomto základe boli stanovené výskumné otázky a ciele tejto práce. Prvým z nich bolo predstaviť oblasť umelej inteligencie, jasne definovať čo sa pod pojmom umelá inteligencie myslí,  predstaviť historický vývoj tejto technológie a oboznámiť čitateľa s modernými trendami v tomto odvetví. Ďalej sú obšírne predstavené etické dilemy a otázky spojené s umelou inteligenciou. Na dosiahnutie tohto cieľa bola využitá tradičná rešerš a analýza viac než 20 relevantných prác, ktoré poskytujú rôzne uhly pohľadu na problematiku. Okrem etických otázok sú analyzované aj rôzne prístupy k tomu, ako sa k nim správne postaviť a ako sa môžu tieto dilemy riešiť. Kapitola tiež obsahuje rôzne pohľady na kategorizáciu problémov a predstavuje taktiež konceptuálne filozofické problémy návrhu umelej inteligencie. Na tému psychológie analyzuje práca 3 hlavné smery, v ktorých umelá inteligencia ovplyvňuje našu psychológiu: naše správanie, naše duševné zdravie a náš pracovný život. V každej kapitole je k tomu predstavených niekoľko príkladov. Prínosy tejto práce spočívajú primárne v prinesení komplexného náhľadu na celú problematiku etiky AI, psychologických vplyvov na ľudí, analyzovania moderných trendov v odvetví a vyvodení záverov o tom, aká je najoptimálnejšia cesta na riešenie daných problémov pre budúci etický a blahodarný vývoj AI.",umelá inteligencia; etický otázky a dilemy; psychologický dopad; algoritmy hlbokého učenia
https://vskp.vse.cz/92788_vyuziti-video-generativni-ai-pro-motion-graphics,Využití video generativní AI pro motion graphics,Multimédia v ekonomické praxi,Katedra multimédií,Fakulta informatiky a statistiky,"Tato bakalářská práce reaguje na rostoucí trend využívaní generativní AI v kreativních odvětvích. Konkrétně se zabývá video-to-video generováním pro motion graphics. Práce popisuje několik možností, jak tuto metodu využít. Dvě z nich, style transfer (přenos stylu) a tvorba morph dynamických přechodů, jsou použity v pracovním postupu navrženém v rámci praktické části. Ten je určen pro ComfyUI rozhraní a Stable Diffusion modely. Nejdůležitějšími poznatky tohoto postupu jsou vhodně zvolené hodnoty pro kontrolu stylu a struktury. Tato kontrola proběhla na základě vizuální a motion reference vytvořených autorem. Další přínos tvoří princip vynechání několika prázdných snímků díky čemuž vzniká prostor pro vygenerování morph dynamického přechodu umělou inteligencí. Díky navrženému postupu je dále vygenerována konkrétní animace. Ta je dostupná na tomto odkaze: https://youtube.com/shorts/1U1WVSc84Zs. Hlavním přínosem práce jsou instrukce k celému procesu a navržený workflow.  Ty mohou sloužit jako návod pro budoucí tvůrce motion graphics a animace. Vedlejším přínosem je pak obhajoba video-to-video výtvorů z pohledu českého autorského práva, které současnou AI generovanou tvorbu nechrání pro její neoriginalitu a netvůrčí povahu.",AI; generativní umělá inteligence; motion graphics; Stable Diffusion; animace
https://vskp.vse.cz/92792_predikce-poptavky-po-elektrine-pomoci-strojoveho-uceni,Predikce poptávky po elektřině pomocí strojového učení,Aplikovaná informatika,Katedra statistiky a pravděpodobnosti,Fakulta informatiky a statistiky,"This thesis explores the application of various machine learning models to power demand forecasting, a crucial component in the efficient management of energy resources. The main goal of this thesis is to introduce the machine learning models used for forecasting power demand and compare those methods. Additional goals supporting the main goal are contributing to the optimization of the German energy grid, demonstration of the practical application using real data, and preparation for future research. Those goals were fulfilled by using literature and the author’s experience. Python programming language was used to implement the whole practical part. The outcome of this thesis is a concise comparison of different models, such as linear regression, XGBoost and long short-term memory neural network.",machine learning; XGBoost; energy grid; electricity demand forecasting; linear regression; LSTM
